Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Portsmouth,E06000044,Upper tier local authority,21/03/2020,1,28
Reading,E06000038,Upper tier local authority,21/03/2020,3,19
Redbridge,E09000026,Upper tier local authority,21/03/2020,10,66
Redcar and Cleveland,E06000003,Upper tier local authority,21/03/2020,1,4
Richmond upon Thames,E09000027,Upper tier local authority,21/03/2020,2,38
Rochdale,E08000005,Upper tier local authority,21/03/2020,6,24
Rotherham,E08000018,Upper tier local authority,21/03/2020,4,19
Salford,E08000006,Upper tier local authority,21/03/2020,8,38
Sandwell,E08000028,Upper tier local authority,21/03/2020,7,60
Sefton,E08000014,Upper tier local authority,21/03/2020,2,16
Sheffield,E08000019,Upper tier local authority,21/03/2020,37,169
Shropshire,E06000051,Upper tier local authority,21/03/2020,2,35
Slough,E06000039,Upper tier local authority,21/03/2020,2,50
Solihull,E08000029,Upper tier local authority,21/03/2020,4,18
Somerset,E10000027,Upper tier local authority,21/03/2020,3,22
South Gloucestershire,E06000025,Upper tier local authority,21/03/2020,3,20
South Tyneside,E08000023,Upper tier local authority,21/03/2020,2,8
Southampton,E06000045,Upper tier local authority,21/03/2020,6,23
Southend-on-Sea,E06000033,Upper tier local authority,21/03/2020,1,9
Southwark,E09000028,Upper tier local authority,21/03/2020,13,180
St. Helens,E08000013,Upper tier local authority,21/03/2020,2,12
Staffordshire,E10000028,Upper tier local authority,21/03/2020,18,97
Stockport,E08000007,Upper tier local authority,21/03/2020,6,43
Stoke-on-Trent,E06000021,Upper tier local authority,21/03/2020,2,9
Suffolk,E10000029,Upper tier local authority,21/03/2020,5,34
Sunderland,E08000024,Upper tier local authority,21/03/2020,5,17
Surrey,E10000030,Upper tier local authority,21/03/2020,24,198
Sutton,E09000029,Upper tier local authority,21/03/2020,5,44
Tameside,E08000008,Upper tier local authority,21/03/2020,8,36
Telford and Wrekin,E06000020,Upper tier local authority,21/03/2020,2,14
Thurrock,E06000034,Upper tier local authority,21/03/2020,3,17
Torbay,E06000027,Upper tier local authority,21/03/2020,1,16
Tower Hamlets,E09000030,Upper tier local authority,21/03/2020,8,74
Trafford,E08000009,Upper tier local authority,21/03/2020,4,36
Wakefield,E08000036,Upper tier local authority,21/03/2020,2,14
Walsall,E08000030,Upper tier local authority,21/03/2020,12,61
Waltham Forest,E09000031,Upper tier local authority,21/03/2020,12,67
Wandsworth,E09000032,Upper tier local authority,21/03/2020,16,169
Warrington,E06000007,Upper tier local authority,21/03/2020,1,8
Warwickshire,E10000031,Upper tier local authority,21/03/2020,9,80
West Berkshire,E06000037,Upper tier local authority,21/03/2020,7,21
West Sussex,E10000032,Upper tier local authority,21/03/2020,10,66
Westminster,E09000033,Upper tier local authority,21/03/2020,13,145
Wigan,E08000010,Upper tier local authority,21/03/2020,4,15
Wiltshire,E06000054,Upper tier local authority,21/03/2020,4,35
Windsor and Maidenhead,E06000040,Upper tier local authority,21/03/2020,2,31
Wirral,E08000015,Upper tier local authority,21/03/2020,3,16
Wolverhampton,E08000031,Upper tier local authority,21/03/2020,11,98
Worcestershire,E10000034,Upper tier local authority,21/03/2020,13,69
York,E06000014,Upper tier local authority,21/03/2020,1,13
England,E92000001,Country,20/03/2020,1083,6819
East of England,E12000006,Region,20/03/2020,69,424
London,E12000007,Region,20/03/2020,425,2733
North East,E12000001,Region,20/03/2020,26,120
West Midlands,E12000005,Region,20/03/2020,151,760
North West,E12000002,Region,20/03/2020,82,588
East Midlands,E12000004,Region,20/03/2020,53,399
South West,E12000009,Region,20/03/2020,43,313
Yorkshire and The Humber,E12000003,Region,20/03/2020,59,330
South East,E12000008,Region,20/03/2020,127,935
Barking and Dagenham,E09000002,Upper tier local authority,20/03/2020,9,42
Barnet,E09000003,Upper tier local authority,20/03/2020,21,132
Barnsley,E08000016,Upper tier local authority,20/03/2020,1,18
Bath and North East Somerset,E06000022,Upper tier local authority,20/03/2020,3,16
Bexley,E09000004,Upper tier local authority,20/03/2020,8,49
Birmingham,E08000025,Upper tier local authority,20/03/2020,52,213
Blackburn with Darwen,E06000008,Upper tier local authority,20/03/2020,2,3
Blackpool,E06000009,Upper tier local authority,20/03/2020,1,7
Bolton,E08000001,Upper tier local authority,20/03/2020,2,20
Bracknell Forest,E06000036,Upper tier local authority,20/03/2020,1,8
Bradford,E08000032,Upper tier local authority,20/03/2020,2,14
Brent,E09000005,Upper tier local authority,20/03/2020,21,146
Brighton and Hove,E06000043,Upper tier local authority,20/03/2020,3,21
"Bristol, City of",E06000023,Upper tier local authority,20/03/2020,4,28
Bromley,E09000006,Upper tier local authority,20/03/2020,18,86
Buckinghamshire,E10000002,Upper tier local authority,20/03/2020,7,73
Bury,E08000002,Upper tier local authority,20/03/2020,1,15
Cambridgeshire,E10000003,Upper tier local authority,20/03/2020,9,42
Camden,E09000007,Upper tier local authority,20/03/2020,6,61
Central Bedfordshire,E06000056,Upper tier local authority,20/03/2020,2,23
Cheshire East,E06000049,Upper tier local authority,20/03/2020,1,24
Cheshire West and Chester,E06000050,Upper tier local authority,20/03/2020,3,20
City of London,E09000001,Upper tier local authority,20/03/2020,,5
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,20/03/2020,6,29
County Durham,E06000047,Upper tier local authority,20/03/2020,3,12
Coventry,E08000026,Upper tier local authority,20/03/2020,1,27
Croydon,E09000008,Upper tier local authority,20/03/2020,25,123
Cumbria,E10000006,Upper tier local authority,20/03/2020,12,116
Derby,E06000015,Upper tier local authority,20/03/2020,3,37
Derbyshire,E10000007,Upper tier local authority,20/03/2020,11,101
Devon,E10000008,Upper tier local authority,20/03/2020,3,47
Doncaster,E08000017,Upper tier local authority,20/03/2020,4,15
Dorset,E06000059,Upper tier local authority,20/03/2020,3,16
Dudley,E08000027,Upper tier local authority,20/03/2020,11,47
Ealing,E09000009,Upper tier local authority,20/03/2020,16,116
East Sussex,E10000011,Upper tier local authority,20/03/2020,4,24
Enfield,E09000010,Upper tier local authority,20/03/2020,20,85
Essex,E10000012,Upper tier local authority,20/03/2020,14,87
Gateshead,E08000037,Upper tier local authority,20/03/2020,1,3
Gloucestershire,E10000013,Upper tier local authority,20/03/2020,7,41
Greenwich,E09000011,Upper tier local authority,20/03/2020,14,78
Hackney,E09000012,Upper tier local authority,20/03/2020,,65
Halton,E06000006,Upper tier local authority,20/03/2020,1,8
Hammersmith and Fulham,E09000013,Upper tier local authority,20/03/2020,8,60
Hampshire,E10000014,Upper tier local authority,20/03/2020,30,189
Haringey,E09000014,Upper tier local authority,20/03/2020,11,72
Harrow,E09000015,Upper tier local authority,20/03/2020,14,113
Hartlepool,E06000001,Upper tier local authority,20/03/2020,1,3
Havering,E09000016,Upper tier local authority,20/03/2020,4,40
"Herefordshire, County of",E06000019,Upper tier local authority,20/03/2020,5,12
Hertfordshire,E10000015,Upper tier local authority,20/03/2020,21,140
Hillingdon,E09000017,Upper tier local authority,20/03/2020,11,77
Hounslow,E09000018,Upper tier local authority,20/03/2020,7,74
Isle of Wight,E06000046,Upper tier local authority,20/03/2020,1,3
Islington,E09000019,Upper tier local authority,20/03/2020,3,65
Kensington and Chelsea,E09000020,Upper tier local authority,20/03/2020,5,87
Kent,E10000016,Upper tier local authority,20/03/2020,16,94
Kingston upon Thames,E09000021,Upper tier local authority,20/03/2020,6,35
Kirklees,E08000034,Upper tier local authority,20/03/2020,4,18
Knowsley,E08000011,Upper tier local authority,20/03/2020,1,6
Lambeth,E09000022,Upper tier local authority,20/03/2020,30,173
Lancashire,E10000017,Upper tier local authority,20/03/2020,8,60
Leeds,E08000035,Upper tier local authority,20/03/2020,7,35
Leicester,E06000016,Upper tier local authority,20/03/2020,2,21
Leicestershire,E10000018,Upper tier local authority,20/03/2020,6,58
Lewisham,E09000023,Upper tier local authority,20/03/2020,22,95
Lincolnshire,E10000019,Upper tier local authority,20/03/2020,5,29
Liverpool,E08000012,Upper tier local authority,20/03/2020,10,45
Luton,E06000032,Upper tier local authority,20/03/2020,9,27
Manchester,E08000003,Upper tier local authority,20/03/2020,4,39
Medway,E06000035,Upper tier local authority,20/03/2020,2,22
Merton,E09000024,Upper tier local authority,20/03/2020,9,83
Middlesbrough,E06000002,Upper tier local authority,20/03/2020,2,4
Milton Keynes,E06000042,Upper tier local authority,20/03/2020,2,29
Newcastle upon Tyne,E08000021,Upper tier local authority,20/03/2020,8,35
Newham,E09000025,Upper tier local authority,20/03/2020,14,67
Norfolk,E10000020,Upper tier local authority,20/03/2020,3,38
North East Lincolnshire,E06000012,Upper tier local authority,20/03/2020,1,2
North Lincolnshire,E06000013,Upper tier local authority,20/03/2020,1,5
North Somerset,E06000024,Upper tier local authority,20/03/2020,2,19
North Tyneside,E08000022,Upper tier local authority,20/03/2020,3,17
North Yorkshire,E10000023,Upper tier local authority,20/03/2020,8,30
Northamptonshire,E10000021,Upper tier local authority,20/03/2020,10,45
Northumberland,E06000057,Upper tier local authority,20/03/2020,1,10
Nottingham,E06000018,Upper tier local authority,20/03/2020,7,36
Nottinghamshire,E10000024,Upper tier local authority,20/03/2020,9,72
Oldham,E08000004,Upper tier local authority,20/03/2020,3,25
Oxfordshire,E10000025,Upper tier local authority,20/03/2020,6,70
Peterborough,E06000031,Upper tier local authority,20/03/2020,5,9
Plymouth,E06000026,Upper tier local authority,20/03/2020,2,14
Portsmouth,E06000044,Upper tier local authority,20/03/2020,3,27
Redbridge,E09000026,Upper tier local authority,20/03/2020,5,56
Richmond upon Thames,E09000027,Upper tier local authority,20/03/2020,9,36
Rochdale,E08000005,Upper tier local authority,20/03/2020,3,18
Rotherham,E08000018,Upper tier local authority,20/03/2020,3,15
Salford,E08000006,Upper tier local authority,20/03/2020,9,30
Sandwell,E08000028,Upper tier local authority,20/03/2020,6,53
Sefton,E08000014,Upper tier local authority,20/03/2020,2,14
Sheffield,E08000019,Upper tier local authority,20/03/2020,25,132
Shropshire,E06000051,Upper tier local authority,20/03/2020,5,33
Slough,E06000039,Upper tier local authority,20/03/2020,5,48
Solihull,E08000029,Upper tier local authority,20/03/2020,4,14
Somerset,E10000027,Upper tier local authority,20/03/2020,3,19
South Tyneside,E08000023,Upper tier local authority,20/03/2020,2,6
Southampton,E06000045,Upper tier local authority,20/03/2020,3,17
Southwark,E09000028,Upper tier local authority,20/03/2020,23,167
St. Helens,E08000013,Upper tier local authority,20/03/2020,4,10
Staffordshire,E10000028,Upper tier local authority,20/03/2020,15,79
Stockport,E08000007,Upper tier local authority,20/03/2020,2,37
Stockton-on-Tees,E06000004,Upper tier local authority,20/03/2020,2,12
Stoke-on-Trent,E06000021,Upper tier local authority,20/03/2020,1,7
Suffolk,E10000029,Upper tier local authority,20/03/2020,6,29
Sunderland,E08000024,Upper tier local authority,20/03/2020,3,12
Surrey,E10000030,Upper tier local authority,20/03/2020,26,174
Sutton,E09000029,Upper tier local authority,20/03/2020,10,39
Swindon,E06000030,Upper tier local authority,20/03/2020,1,9
Tameside,E08000008,Upper tier local authority,20/03/2020,2,28
Telford and Wrekin,E06000020,Upper tier local authority,20/03/2020,1,12
Torbay,E06000027,Upper tier local authority,20/03/2020,5,15
Tower Hamlets,E09000030,Upper tier local authority,20/03/2020,11,66
Trafford,E08000009,Upper tier local authority,20/03/2020,7,32
Wakefield,E08000036,Upper tier local authority,20/03/2020,2,12
Walsall,E08000030,Upper tier local authority,20/03/2020,9,49
Waltham Forest,E09000031,Upper tier local authority,20/03/2020,13,55
Wandsworth,E09000032,Upper tier local authority,20/03/2020,23,153
Warrington,E06000007,Upper tier local authority,20/03/2020,1,7
Warwickshire,E10000031,Upper tier local authority,20/03/2020,12,71
West Berkshire,E06000037,Upper tier local authority,20/03/2020,3,14
West Sussex,E10000032,Upper tier local authority,20/03/2020,8,56
Westminster,E09000033,Upper tier local authority,20/03/2020,15,132
Wigan,E08000010,Upper tier local authority,20/03/2020,1,11
Wiltshire,E06000054,Upper tier local authority,20/03/2020,4,31
Windsor and Maidenhead,E06000040,Upper tier local authority,20/03/2020,5,29
Wirral,E08000015,Upper tier local authority,20/03/2020,2,13
Wokingham,E06000041,Upper tier local authority,20/03/2020,2,21
Wolverhampton,E08000031,Upper tier local authority,20/03/2020,15,87
Worcestershire,E10000034,Upper tier local authority,20/03/2020,14,56
York,E06000014,Upper tier local authority,20/03/2020,1,12
England,E92000001,Country,19/03/2020,932,5736
East of England,E12000006,Region,19/03/2020,57,355
London,E12000007,Region,19/03/2020,331,2308
North East,E12000001,Region,19/03/2020,19,94
West Midlands,E12000005,Region,19/03/2020,123,609
North West,E12000002,Region,19/03/2020,98,506
East Midlands,E12000004,Region,19/03/2020,66,346
South West,E12000009,Region,19/03/2020,21,270
Yorkshire and The Humber,E12000003,Region,19/03/2020,55,271
South East,E12000008,Region,19/03/2020,127,808
Barking and Dagenham,E09000002,Upper tier local authority,19/03/2020,4,33
Barnet,E09000003,Upper tier local authority,19/03/2020,26,111
Barnsley,E08000016,Upper tier local authority,19/03/2020,5,17
Bath and North East Somerset,E06000022,Upper tier local authority,19/03/2020,3,13
Bedford,E06000055,Upper tier local authority,19/03/2020,2,7
Bexley,E09000004,Upper tier local authority,19/03/2020,5,41
Birmingham,E08000025,Upper tier local authority,19/03/2020,35,161
Bolton,E08000001,Upper tier local authority,19/03/2020,2,18
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,19/03/2020,1,12
Bracknell Forest,E06000036,Upper tier local authority,19/03/2020,1,7
Brent,E09000005,Upper tier local authority,19/03/2020,22,125
Brighton and Hove,E06000043,Upper tier local authority,19/03/2020,2,18
"Bristol, City of",E06000023,Upper tier local authority,19/03/2020,2,24
Bromley,E09000006,Upper tier local authority,19/03/2020,6,68
Buckinghamshire,E10000002,Upper tier local authority,19/03/2020,6,66
Bury,E08000002,Upper tier local authority,19/03/2020,2,14
Cambridgeshire,E10000003,Upper tier local authority,19/03/2020,6,33
Camden,E09000007,Upper tier local authority,19/03/2020,4,55
Central Bedfordshire,E06000056,Upper tier local authority,19/03/2020,4,21
Cheshire East,E06000049,Upper tier local authority,19/03/2020,4,23
Cheshire West and Chester,E06000050,Upper tier local authority,19/03/2020,4,17
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,19/03/2020,2,23
County Durham,E06000047,Upper tier local authority,19/03/2020,2,9
Coventry,E08000026,Upper tier local authority,19/03/2020,5,26
Croydon,E09000008,Upper tier local authority,19/03/2020,9,98
Cumbria,E10000006,Upper tier local authority,19/03/2020,26,104
Darlington,E06000005,Upper tier local authority,19/03/2020,1,3
Derby,E06000015,Upper tier local authority,19/03/2020,10,34
Derbyshire,E10000007,Upper tier local authority,19/03/2020,8,90
Doncaster,E08000017,Upper tier local authority,19/03/2020,4,11
Dorset,E06000059,Upper tier local authority,19/03/2020,2,13
Dudley,E08000027,Upper tier local authority,19/03/2020,10,36
Ealing,E09000009,Upper tier local authority,19/03/2020,18,100
East Riding of Yorkshire,E06000011,Upper tier local authority,19/03/2020,2,16
East Sussex,E10000011,Upper tier local authority,19/03/2020,4,20
Enfield,E09000010,Upper tier local authority,19/03/2020,15,65
Essex,E10000012,Upper tier local authority,19/03/2020,10,73
Gloucestershire,E10000013,Upper tier local authority,19/03/2020,2,34
Greenwich,E09000011,Upper tier local authority,19/03/2020,6,64
Hackney,E09000012,Upper tier local authority,19/03/2020,6,56
Hammersmith and Fulham,E09000013,Upper tier local authority,19/03/2020,3,52
Hampshire,E10000014,Upper tier local authority,19/03/2020,25,159
Haringey,E09000014,Upper tier local authority,19/03/2020,10,61
Harrow,E09000015,Upper tier local authority,19/03/2020,11,99
Havering,E09000016,Upper tier local authority,19/03/2020,7,36
Hertfordshire,E10000015,Upper tier local authority,19/03/2020,23,119
Hillingdon,E09000017,Upper tier local authority,19/03/2020,12,66
Hounslow,E09000018,Upper tier local authority,19/03/2020,13,67
Islington,E09000019,Upper tier local authority,19/03/2020,9,62
Kensington and Chelsea,E09000020,Upper tier local authority,19/03/2020,5,82
Kent,E10000016,Upper tier local authority,19/03/2020,14,78
Kingston upon Thames,E09000021,Upper tier local authority,19/03/2020,6,29
Kirklees,E08000034,Upper tier local authority,19/03/2020,2,14
Lambeth,E09000022,Upper tier local authority,19/03/2020,22,143
Lancashire,E10000017,Upper tier local authority,19/03/2020,14,52
Leeds,E08000035,Upper tier local authority,19/03/2020,6,28
Leicester,E06000016,Upper tier local authority,19/03/2020,6,19
Leicestershire,E10000018,Upper tier local authority,19/03/2020,16,52
Lewisham,E09000023,Upper tier local authority,19/03/2020,16,73
Lincolnshire,E10000019,Upper tier local authority,19/03/2020,3,24
Liverpool,E08000012,Upper tier local authority,19/03/2020,6,35
Luton,E06000032,Upper tier local authority,19/03/2020,4,18
Manchester,E08000003,Upper tier local authority,19/03/2020,4,35
Medway,E06000035,Upper tier local authority,19/03/2020,3,20
Merton,E09000024,Upper tier local authority,19/03/2020,11,74
Milton Keynes,E06000042,Upper tier local authority,19/03/2020,6,27
Newcastle upon Tyne,E08000021,Upper tier local authority,19/03/2020,5,27
Newham,E09000025,Upper tier local authority,19/03/2020,6,53
Norfolk,E10000020,Upper tier local authority,19/03/2020,3,35
North Lincolnshire,E06000013,Upper tier local authority,19/03/2020,2,4
North Tyneside,E08000022,Upper tier local authority,19/03/2020,3,14
North Yorkshire,E10000023,Upper tier local authority,19/03/2020,3,22
Northamptonshire,E10000021,Upper tier local authority,19/03/2020,10,35
Northumberland,E06000057,Upper tier local authority,19/03/2020,2,9
Nottingham,E06000018,Upper tier local authority,19/03/2020,4,29
Nottinghamshire,E10000024,Upper tier local authority,19/03/2020,9,63
Oldham,E08000004,Upper tier local authority,19/03/2020,5,22
Oxfordshire,E10000025,Upper tier local authority,19/03/2020,13,64
Peterborough,E06000031,Upper tier local authority,19/03/2020,1,4
Plymouth,E06000026,Upper tier local authority,19/03/2020,2,12
Portsmouth,E06000044,Upper tier local authority,19/03/2020,4,24
Reading,E06000038,Upper tier local authority,19/03/2020,1,16
Redbridge,E09000026,Upper tier local authority,19/03/2020,12,51
Redcar and Cleveland,E06000003,Upper tier local authority,19/03/2020,1,3
Richmond upon Thames,E09000027,Upper tier local authority,19/03/2020,4,27
Rochdale,E08000005,Upper tier local authority,19/03/2020,1,15
Rotherham,E08000018,Upper tier local authority,19/03/2020,2,12
Salford,E08000006,Upper tier local authority,19/03/2020,7,21
Sandwell,E08000028,Upper tier local authority,19/03/2020,18,47
Sefton,E08000014,Upper tier local authority,19/03/2020,4,12
Sheffield,E08000019,Upper tier local authority,19/03/2020,26,107
Shropshire,E06000051,Upper tier local authority,19/03/2020,2,28
Slough,E06000039,Upper tier local authority,19/03/2020,5,43
Solihull,E08000029,Upper tier local authority,19/03/2020,5,10
Somerset,E10000027,Upper tier local authority,19/03/2020,1,16
South Gloucestershire,E06000025,Upper tier local authority,19/03/2020,1,17
South Tyneside,E08000023,Upper tier local authority,19/03/2020,1,4
Southampton,E06000045,Upper tier local authority,19/03/2020,3,14
Southwark,E09000028,Upper tier local authority,19/03/2020,15,144
St. Helens,E08000013,Upper tier local authority,19/03/2020,1,6
Staffordshire,E10000028,Upper tier local authority,19/03/2020,13,64
Stockport,E08000007,Upper tier local authority,19/03/2020,7,35
Stockton-on-Tees,E06000004,Upper tier local authority,19/03/2020,1,10
Stoke-on-Trent,E06000021,Upper tier local authority,19/03/2020,1,6
Suffolk,E10000029,Upper tier local authority,19/03/2020,3,23
Sunderland,E08000024,Upper tier local authority,19/03/2020,3,9
Surrey,E10000030,Upper tier local authority,19/03/2020,22,148
Sutton,E09000029,Upper tier local authority,19/03/2020,3,29
Tameside,E08000008,Upper tier local authority,19/03/2020,4,26
Telford and Wrekin,E06000020,Upper tier local authority,19/03/2020,2,11
Thurrock,E06000034,Upper tier local authority,19/03/2020,1,14
Tower Hamlets,E09000030,Upper tier local authority,19/03/2020,10,55
Trafford,E08000009,Upper tier local authority,19/03/2020,4,25
Wakefield,E08000036,Upper tier local authority,19/03/2020,1,10
Walsall,E08000030,Upper tier local authority,19/03/2020,8,40
Waltham Forest,E09000031,Upper tier local authority,19/03/2020,9,42
Wandsworth,E09000032,Upper tier local authority,19/03/2020,17,130
Warrington,E06000007,Upper tier local authority,19/03/2020,2,6
Warwickshire,E10000031,Upper tier local authority,19/03/2020,8,59
West Berkshire,E06000037,Upper tier local authority,19/03/2020,1,11
West Sussex,E10000032,Upper tier local authority,19/03/2020,9,48
Westminster,E09000033,Upper tier local authority,19/03/2020,9,117
Wiltshire,E06000054,Upper tier local authority,19/03/2020,5,27
Windsor and Maidenhead,E06000040,Upper tier local authority,19/03/2020,6,24
Wirral,E08000015,Upper tier local authority,19/03/2020,1,11
Wokingham,E06000041,Upper tier local authority,19/03/2020,2,19
Wolverhampton,E08000031,Upper tier local authority,19/03/2020,7,72
Worcestershire,E10000034,Upper tier local authority,19/03/2020,9,42
York,E06000014,Upper tier local authority,19/03/2020,2,11
England,E92000001,Country,18/03/2020,907,4804
East of England,E12000006,Region,18/03/2020,72,298
London,E12000007,Region,18/03/2020,356,1977
North East,E12000001,Region,18/03/2020,13,75
West Midlands,E12000005,Region,18/03/2020,98,486
North West,E12000002,Region,18/03/2020,83,408
East Midlands,E12000004,Region,18/03/2020,49,280
South West,E12000009,Region,18/03/2020,43,249
Yorkshire and The Humber,E12000003,Region,18/03/2020,46,216
South East,E12000008,Region,18/03/2020,122,681
Barking and Dagenham,E09000002,Upper tier local authority,18/03/2020,5,29
Barnet,E09000003,Upper tier local authority,18/03/2020,14,85
Barnsley,E08000016,Upper tier local authority,18/03/2020,3,12
Bath and North East Somerset,E06000022,Upper tier local authority,18/03/2020,5,10
Bedford,E06000055,Upper tier local authority,18/03/2020,2,5
Bexley,E09000004,Upper tier local authority,18/03/2020,5,36
Birmingham,E08000025,Upper tier local authority,18/03/2020,32,126
Bolton,E08000001,Upper tier local authority,18/03/2020,3,16
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,18/03/2020,1,11
Bradford,E08000032,Upper tier local authority,18/03/2020,2,12
Brent,E09000005,Upper tier local authority,18/03/2020,22,103
Brighton and Hove,E06000043,Upper tier local authority,18/03/2020,4,16
"Bristol, City of",E06000023,Upper tier local authority,18/03/2020,7,22
Bromley,E09000006,Upper tier local authority,18/03/2020,13,62
Buckinghamshire,E10000002,Upper tier local authority,18/03/2020,6,60
Bury,E08000002,Upper tier local authority,18/03/2020,2,12
Cambridgeshire,E10000003,Upper tier local authority,18/03/2020,9,27
Camden,E09000007,Upper tier local authority,18/03/2020,10,51
Central Bedfordshire,E06000056,Upper tier local authority,18/03/2020,6,17
Cheshire East,E06000049,Upper tier local authority,18/03/2020,4,19
Cheshire West and Chester,E06000050,Upper tier local authority,18/03/2020,2,13
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,18/03/2020,5,21
County Durham,E06000047,Upper tier local authority,18/03/2020,2,7
Coventry,E08000026,Upper tier local authority,18/03/2020,4,21
Croydon,E09000008,Upper tier local authority,18/03/2020,15,89
Cumbria,E10000006,Upper tier local authority,18/03/2020,22,78
Derby,E06000015,Upper tier local authority,18/03/2020,4,24
Derbyshire,E10000007,Upper tier local authority,18/03/2020,11,82
Devon,E10000008,Upper tier local authority,18/03/2020,3,44
Doncaster,E08000017,Upper tier local authority,18/03/2020,1,7
Dorset,E06000059,Upper tier local authority,18/03/2020,1,11
Dudley,E08000027,Upper tier local authority,18/03/2020,6,26
Ealing,E09000009,Upper tier local authority,18/03/2020,18,82
East Riding of Yorkshire,E06000011,Upper tier local authority,18/03/2020,1,14
East Sussex,E10000011,Upper tier local authority,18/03/2020,3,16
Enfield,E09000010,Upper tier local authority,18/03/2020,7,50
Essex,E10000012,Upper tier local authority,18/03/2020,9,63
Gloucestershire,E10000013,Upper tier local authority,18/03/2020,8,32
Greenwich,E09000011,Upper tier local authority,18/03/2020,12,58
Hackney,E09000012,Upper tier local authority,18/03/2020,7,48
Hammersmith and Fulham,E09000013,Upper tier local authority,18/03/2020,9,49
Hampshire,E10000014,Upper tier local authority,18/03/2020,17,134
Haringey,E09000014,Upper tier local authority,18/03/2020,13,51
Harrow,E09000015,Upper tier local authority,18/03/2020,23,88
Hartlepool,E06000001,Upper tier local authority,18/03/2020,1,2
Havering,E09000016,Upper tier local authority,18/03/2020,11,29
Hertfordshire,E10000015,Upper tier local authority,18/03/2020,24,96
Hillingdon,E09000017,Upper tier local authority,18/03/2020,5,54
Hounslow,E09000018,Upper tier local authority,18/03/2020,10,54
Islington,E09000019,Upper tier local authority,18/03/2020,8,53
Kensington and Chelsea,E09000020,Upper tier local authority,18/03/2020,8,77
Kent,E10000016,Upper tier local authority,18/03/2020,12,64
Kingston upon Thames,E09000021,Upper tier local authority,18/03/2020,2,23
Kirklees,E08000034,Upper tier local authority,18/03/2020,5,12
Knowsley,E08000011,Upper tier local authority,18/03/2020,2,5
Lambeth,E09000022,Upper tier local authority,18/03/2020,17,121
Lancashire,E10000017,Upper tier local authority,18/03/2020,10,38
Leeds,E08000035,Upper tier local authority,18/03/2020,4,22
Leicester,E06000016,Upper tier local authority,18/03/2020,5,13
Leicestershire,E10000018,Upper tier local authority,18/03/2020,12,36
Lewisham,E09000023,Upper tier local authority,18/03/2020,9,57
Lincolnshire,E10000019,Upper tier local authority,18/03/2020,5,21
Liverpool,E08000012,Upper tier local authority,18/03/2020,9,29
Luton,E06000032,Upper tier local authority,18/03/2020,6,14
Manchester,E08000003,Upper tier local authority,18/03/2020,3,31
Medway,E06000035,Upper tier local authority,18/03/2020,1,17
Merton,E09000024,Upper tier local authority,18/03/2020,13,63
Middlesbrough,E06000002,Upper tier local authority,18/03/2020,1,2
Milton Keynes,E06000042,Upper tier local authority,18/03/2020,12,21
Newcastle upon Tyne,E08000021,Upper tier local authority,18/03/2020,3,22
Newham,E09000025,Upper tier local authority,18/03/2020,12,47
Norfolk,E10000020,Upper tier local authority,18/03/2020,9,32
North East Lincolnshire,E06000012,Upper tier local authority,18/03/2020,1,1
North Tyneside,E08000022,Upper tier local authority,18/03/2020,3,11
North Yorkshire,E10000023,Upper tier local authority,18/03/2020,3,19
Northumberland,E06000057,Upper tier local authority,18/03/2020,1,7
Nottingham,E06000018,Upper tier local authority,18/03/2020,2,25
Nottinghamshire,E10000024,Upper tier local authority,18/03/2020,10,54
Oldham,E08000004,Upper tier local authority,18/03/2020,2,17
Oxfordshire,E10000025,Upper tier local authority,18/03/2020,7,51
Peterborough,E06000031,Upper tier local authority,18/03/2020,1,3
Plymouth,E06000026,Upper tier local authority,18/03/2020,3,10
Portsmouth,E06000044,Upper tier local authority,18/03/2020,3,20
Reading,E06000038,Upper tier local authority,18/03/2020,4,15
Redbridge,E09000026,Upper tier local authority,18/03/2020,12,39
Richmond upon Thames,E09000027,Upper tier local authority,18/03/2020,5,23
Rochdale,E08000005,Upper tier local authority,18/03/2020,1,14
Rotherham,E08000018,Upper tier local authority,18/03/2020,2,10
Salford,E08000006,Upper tier local authority,18/03/2020,3,14
Sandwell,E08000028,Upper tier local authority,18/03/2020,7,29
Sefton,E08000014,Upper tier local authority,18/03/2020,1,8
Sheffield,E08000019,Upper tier local authority,18/03/2020,18,81
Shropshire,E06000051,Upper tier local authority,18/03/2020,4,26
Slough,E06000039,Upper tier local authority,18/03/2020,1,38
Solihull,E08000029,Upper tier local authority,18/03/2020,1,5
Somerset,E10000027,Upper tier local authority,18/03/2020,1,15
South Gloucestershire,E06000025,Upper tier local authority,18/03/2020,2,16
South Tyneside,E08000023,Upper tier local authority,18/03/2020,1,3
Southampton,E06000045,Upper tier local authority,18/03/2020,2,11
Southwark,E09000028,Upper tier local authority,18/03/2020,20,129
St. Helens,E08000013,Upper tier local authority,18/03/2020,2,5
Staffordshire,E10000028,Upper tier local authority,18/03/2020,11,51
